order_id,order_date,year,month,month_name,quarter,customer_id,customer_segment,age_group,gender,country,region,city,sales_channel,traffic_source,category,sub_category,product_name,payment_method,shipping_method,campaign,quantity,unit_price_egp,discount_pct,revenue_egp,cost_egp,profit_egp,profit_margin,delivery_days,customer_rating,returned,website_visits_before_purchase
ORD-010028,2025-09-27,2025,9,September,Q3,CUST-00726,Corporate,45-54,Male,Egypt,Greater Cairo,Cairo,Mobile App,Direct,Fashion,T-Shirt,T-Shirt Model A,Cash,Standard,No Campaign,4,645.39,0,2581.56,1435.08,1146.48,0.4441,4,3.6,No,4
ORD-010029,2024-08-17,2024,8,August,Q3,CUST-02751,Student,18-24,Male,Egypt,Alexandria Coast,Borg El Arab,Marketplace,Direct,Beauty,Makeup Kit,Makeup Kit Model Max,Credit Card,Standard,Back to School,1,2869.68,0.0977,2589.25,1137.93,1451.32,0.5605,3,4.6,No,3
ORD-010030,2024-11-05,2024,11,November,Q4,CUST-01422,Family,25-34,Male,Egypt,Greater Cairo,Giza,Mobile App,Search Engine,Sports,Dumbbell Set,Dumbbell Set Model Lite,Bank Transfer,Express,Black Friday,1,5414.54,0.1909,4380.7,2374.24,2006.46,0.458,1,4.9,No,1
ORD-010031,2025-06-25,2025,6,June,Q2,CUST-01328,Young Professional,18-24,Female,Egypt,Alexandria Coast,Marsa Matruh,Online Store,Social Media,Fashion,Handbag,Handbag Model C,Wallet,Standard,Summer Offers,4,2168.97,0.1482,7389.72,3959.91,3429.81,0.4641,5,4.9,No,4
ORD-010032,2025-11-16,2025,11,November,Q4,CUST-01150,Student,35-44,Male,Egypt,Greater Cairo,Cairo,Online Store,Social Media,Books & Stationery,School Backpack,School Backpack Model Pro,Cash,Express,Black Friday,3,1628.59,0.1638,4085.44,2514.42,1571.02,0.3845,3,4.1,No,2
ORD-010033,2025-05-30,2025,5,May,Q2,CUST-01414,Young Professional,18-24,Male,Egypt,Upper Egypt,Luxor,Online Store,Direct,Home & Kitchen,Microwave,Microwave Model Max,Credit Card,Standard,No Campaign,1,7553.58,0.0329,7305.08,5285.63,2019.45,0.2764,8,4.0,No,1
ORD-010034,2024-07-28,2024,7,July,Q3,CUST-02422,Premium,25-34,Female,Egypt,Upper Egypt,Qena,Physical Store,Email,Fashion,T-Shirt,T-Shirt Model C,Credit Card,Store Pickup,Summer Offers,2,827.11,0.1116,1469.59,738.35,731.24,0.4976,2,4.8,No,0
ORD-010035,2025-09-21,2025,9,September,Q3,CUST-02476,Family,45-54,Male,Egypt,Canal & Sinai,Port Said,Online Store,Social Media,Beauty,Perfume,Perfume Model A,Wallet,Standard,Back to School,1,773.49,0.0824,709.72,319.76,389.96,0.5495,5,5,No,8
ORD-010036,2024-03-31,2024,3,March,Q1,CUST-03206,Corporate,25-34,Male,Egypt,Greater Cairo,Cairo,Mobile App,Social Media,Fashion,Jeans,Jeans Model Max,Cash,Standard,No Campaign,2,1737.43,0.0226,3396.49,1724.7,1671.79,0.4922,5,3.0,No,1
ORD-010037,2025-02-22,2025,2,February,Q1,CUST-03116,Family,25-34,Female,Egypt,Alexandria Coast,Marsa Matruh,Online Store,Email,Beauty,Makeup Kit,Makeup Kit Model Lite,Wallet,Standard,No Campaign,1,1118.44,0.0464,1066.59,586.79,479.8,0.4498,4,4.2,No,2
ORD-010038,2024-12-27,2024,12,December,Q4,CUST-01971,Premium,55+,Female,Egypt,Canal & Sinai,Suez,Physical Store,Referral,Home & Kitchen,Coffee Machine,Coffee Machine Model A,Cash,Store Pickup,No Campaign,1,5199.79,0.0794,4786.99,3239.11,1547.88,0.3234,0,4.3,No,0
ORD-010039,2024-07-06,2024,7,July,Q3,CUST-02948,Young Professional,25-34,Female,Egypt,Delta,Tanta,Online Store,Paid Ads,Fashion,Jacket,Jacket Model Pro,Bank Transfer,Store Pickup,No Campaign,3,6279.81,0.0148,18559.85,11521.78,7038.07,0.3792,2,4.4,No,2
ORD-010040,2024-08-17,2024,8,August,Q3,CUST-01823,Young Professional,18-24,Female,Egypt,Alexandria Coast,Borg El Arab,Mobile App,Direct,Electronics,Headphones,Headphones Model Lite,Debit Card,Standard,No Campaign,1,1231.08,0.0509,1168.37,900.92,267.45,0.2289,6,5,No,2
ORD-010041,2024-03-20,2024,3,March,Q1,CUST-02565,Student,18-24,Male,Egypt,Greater Cairo,Cairo,Mobile App,Referral,Beauty,Makeup Kit,Makeup Kit Model Pro,Credit Card,Same Day,Ramadan Sale,3,3386.07,0.1294,8844.04,5282.46,3561.58,0.4027,1,5,No,2
ORD-010042,2024-01-15,2024,1,January,Q1,CUST-00740,Student,18-24,Male,Egypt,Greater Cairo,New Cairo,Online Store,Paid Ads,Sports,Yoga Mat,Yoga Mat Model B,Credit Card,Express,New Year Deals,1,818.12,0.0649,765.06,415.23,349.83,0.4573,3,3.4,No,5
ORD-010043,2025-09-25,2025,9,September,Q3,CUST-02530,Premium,35-44,Female,Egypt,Canal & Sinai,Sharm El Sheikh,Mobile App,Referral,Fashion,Dress,Dress Model A,Debit Card,Standard,No Campaign,1,5112.28,0.0157,5031.81,2715.46,2316.35,0.4603,8,4.6,No,5
ORD-010044,2025-12-03,2025,12,December,Q4,CUST-03145,Young Professional,25-34,Female,Egypt,Upper Egypt,Luxor,Online Store,Direct,Electronics,Power Bank,Power Bank Model B,Credit Card,Standard,No Campaign,1,975.33,0.102,875.83,672.24,203.59,0.2325,8,4.3,No,4
ORD-010045,2024-09-04,2024,9,September,Q3,CUST-02036,Premium,55+,Female,Egypt,Greater Cairo,Giza,Online Store,Social Media,Books & Stationery,Programming Book,Programming Book Model Pro,Credit Card,Standard,Back to School,4,1209.46,0.1232,4242.04,1976.37,2265.67,0.5341,7,3.8,No,3
ORD-010046,2025-04-18,2025,4,April,Q2,CUST-03722,Student,25-34,Male,Egypt,Delta,Tanta,Online Store,Social Media,Sports,Yoga Mat,Yoga Mat Model Max,Wallet,Standard,Ramadan Sale,1,885.22,0.1356,765.21,400.96,364.25,0.476,3,4.9,No,8
ORD-010047,2024-02-24,2024,2,February,Q1,CUST-03384,Corporate,45-54,Male,Egypt,Greater Cairo,New Cairo,Mobile App,Direct,Sports,Dumbbell Set,Dumbbell Set Model Pro,Credit Card,Standard,No Campaign,1,1317.67,0,1317.67,731.74,585.93,0.4447,4,4.6,No,1
ORD-010048,2024-12-04,2024,12,December,Q4,CUST-00307,Premium,55+,Male,Egypt,Alexandria Coast,Marsa Matruh,Mobile App,Email,Electronics,Smartphone,Smartphone Model B,Debit Card,Express,No Campaign,1,17651.29,0.0368,17002.01,13189.59,3812.42,0.2242,1,4.8,No,2
ORD-010049,2024-03-06,2024,3,March,Q1,CUST-00569,Young Professional,18-24,Female,Egypt,Greater Cairo,6th of October,Mobile App,Social Media,Electronics,Laptop,Laptop Model A,Debit Card,Express,Ramadan Sale,1,40674.69,0.1239,35633.49,27816.08,7817.41,0.2194,1,4.0,No,6
ORD-010050,2024-02-18,2024,2,February,Q1,CUST-02018,Premium,25-34,Male,Egypt,Upper Egypt,Luxor,Marketplace,Direct,Books & Stationery,School Backpack,School Backpack Model A,Cash,Standard,No Campaign,4,1444.0,0,5776.0,3046.25,2729.75,0.4726,4,4.0,No,3
ORD-010051,2024-03-15,2024,3,March,Q1,CUST-00257,Premium,35-44,Male,Egypt,Greater Cairo,Giza,Physical Store,Social Media,Fashion,T-Shirt,T-Shirt Model B,Credit Card,Store Pickup,Ramadan Sale,1,990.1,0.1695,822.26,532.69,289.57,0.3522,0,3.2,Yes,0
ORD-010052,2025-09-13,2025,9,September,Q3,CUST-01645,Premium,35-44,Male,Egypt,Alexandria Coast,Alexandria,Mobile App,Direct,Books & Stationery,School Backpack,School Backpack Model B,Credit Card,Standard,Back to School,2,1981.48,0.1468,3381.15,1732.23,1648.92,0.4877,4,4.7,No,1
ORD-010053,2025-02-15,2025,2,February,Q1,CUST-02156,Young Professional,25-34,Male,Egypt,Alexandria Coast,Marsa Matruh,Mobile App,Email,Electronics,Headphones,Headphones Model Pro,Cash,Standard,No Campaign,2,3060.83,0.0928,5553.65,4397.92,1155.73,0.2081,4,4.1,No,3
ORD-010054,2025-12-02,2025,12,December,Q4,CUST-04089,Corporate,45-54,Female,Egypt,Alexandria Coast,Alexandria,Online Store,Direct,Sports,Yoga Mat,Yoga Mat Model C,Credit Card,Same Day,No Campaign,2,786.56,0.008,1560.58,1014.71,545.87,0.3498,1,5,No,2
ORD-010055,2024-05-27,2024,5,May,Q2,CUST-04422,Corporate,35-44,Female,Egypt,Delta,Zagazig,Mobile App,Social Media,Books & Stationery,Desk Organizer,Desk Organizer Model A,Credit Card,Standard,No Campaign,6,456.25,0.0084,2714.42,1440.55,1273.87,0.4693,4,4.2,No,1
ORD-010056,2024-10-30,2024,10,October,Q4,CUST-02187,Young Professional,25-34,Male,Egypt,Greater Cairo,6th of October,Mobile App,Social Media,Sports,Football,Football Model B,Credit Card,Store Pickup,No Campaign,1,631.36,0,631.36,338.76,292.6,0.4634,1,5,No,7
ORD-010057,2025-01-07,2025,1,January,Q1,CUST-00152,Corporate,25-34,Male,Egypt,Alexandria Coast,Borg El Arab,Online Store,Direct,Home & Kitchen,Vacuum Cleaner,Vacuum Cleaner Model Max,Wallet,Standard,New Year Deals,1,10628.52,0.0364,10241.54,6094.33,4147.21,0.4049,3,3.9,No,1
ORD-010058,2025-09-02,2025,9,September,Q3,CUST-03968,Family,45-54,Female,Egypt,Upper Egypt,Aswan,Mobile App,Direct,Electronics,Power Bank,Power Bank Model Max,Wallet,Standard,Back to School,1,1390.82,0.1573,1172.04,865.28,306.76,0.2617,6,4.2,No,7
ORD-010059,2024-08-18,2024,8,August,Q3,CUST-02765,Corporate,35-44,Female,Egypt,Greater Cairo,Cairo,Online Store,Social Media,Beauty,Makeup Kit,Makeup Kit Model C,Wallet,Standard,No Campaign,2,3147.48,0.0647,5887.91,2909.86,2978.05,0.5058,7,4.7,No,4
ORD-010060,2025-04-03,2025,4,April,Q2,CUST-02542,Young Professional,18-24,Male,Egypt,Upper Egypt,Aswan,Physical Store,Email,Electronics,Headphones,Headphones Model Lite,Cash,Store Pickup,Ramadan Sale,1,1843.84,0.1793,1513.16,1240.57,272.59,0.1801,2,4.8,No,0
ORD-010061,2024-10-14,2024,10,October,Q4,CUST-03769,Student,18-24,Male,Egypt,Greater Cairo,New Cairo,Physical Store,Email,Beauty,Makeup Kit,Makeup Kit Model Pro,Wallet,Store Pickup,No Campaign,1,2654.08,0.0718,2463.56,1474.16,989.4,0.4016,1,4.9,No,0
ORD-010062,2024-09-30,2024,9,September,Q3,CUST-01376,Young Professional,25-34,Male,Egypt,Upper Egypt,Assiut,Marketplace,Search Engine,Beauty,Perfume,Perfume Model Lite,Cash,Standard,No Campaign,3,2300.72,0.0407,6621.24,3131.4,3489.84,0.5271,7,4.3,No,3
ORD-010063,2025-03-05,2025,3,March,Q1,CUST-02419,Young Professional,25-34,Male,Egypt,Greater Cairo,New Cairo,Marketplace,Social Media,Fashion,Jeans,Jeans Model C,Bank Transfer,Standard,Ramadan Sale,2,2511.4,0.0831,4605.29,2350.66,2254.63,0.4896,4,4.1,No,1
ORD-010064,2025-06-17,2025,6,June,Q2,CUST-04815,Premium,45-54,Male,Egypt,Alexandria Coast,Borg El Arab,Physical Store,Search Engine,Home & Kitchen,Coffee Machine,Coffee Machine Model Lite,Cash,Store Pickup,No Campaign,1,10713.64,0,10713.64,7728.36,2985.28,0.2786,0,5,No,0
ORD-010065,2025-10-23,2025,10,October,Q4,CUST-02610,Family,35-44,Female,Egypt,Greater Cairo,New Cairo,Physical Store,Search Engine,Books & Stationery,Programming Book,Programming Book Model A,Wallet,Store Pickup,No Campaign,5,1102.6,0.0012,5506.27,3053.64,2452.63,0.4454,2,4.2,No,0
ORD-010066,2025-06-26,2025,6,June,Q2,CUST-02573,Premium,35-44,Female,Egypt,Canal & Sinai,Ismailia,Physical Store,Search Engine,Fashion,Dress,Dress Model Pro,Debit Card,Store Pickup,Summer Offers,1,2019.89,0.1372,1742.67,903.26,839.41,0.4817,2,4.3,No,0
ORD-010067,2024-04-12,2024,4,April,Q2,CUST-01053,Student,18-24,Male,Egypt,Alexandria Coast,Marsa Matruh,Physical Store,Social Media,Books & Stationery,School Backpack,School Backpack Model B,Credit Card,Store Pickup,Ramadan Sale,1,1578.41,0.0948,1428.75,850.45,578.3,0.4048,0,3.8,Yes,0
ORD-010068,2024-04-04,2024,4,April,Q2,CUST-00759,Premium,55+,Female,Egypt,Upper Egypt,Luxor,Mobile App,Social Media,Fashion,T-Shirt,T-Shirt Model Max,Bank Transfer,Express,No Campaign,1,1022.06,0.0168,1004.88,578.28,426.6,0.4245,3,4.7,No,4
ORD-010069,2024-12-04,2024,12,December,Q4,CUST-04425,Corporate,35-44,Male,Egypt,Upper Egypt,Luxor,Physical Store,Social Media,Fashion,Sneakers,Sneakers Model Lite,Credit Card,Store Pickup,New Year Deals,2,4791.36,0.0787,8828.58,4729.03,4099.55,0.4643,1,5,No,0
ORD-010070,2024-11-08,2024,11,November,Q4,CUST-01993,Premium,55+,Male,Egypt,Upper Egypt,Aswan,Mobile App,Social Media,Beauty,Sunscreen,Sunscreen Model C,Wallet,Express,Black Friday,1,744.25,0.1855,606.2,337.76,268.44,0.4428,3,4.4,No,4
ORD-010071,2025-06-30,2025,6,June,Q2,CUST-03684,Family,35-44,Male,Egypt,Greater Cairo,Cairo,Online Store,Social Media,Electronics,Smartphone,Smartphone Model B,Credit Card,Standard,Summer Offers,1,36567.89,0.1059,32695.78,25788.32,6907.46,0.2113,7,4.1,No,4
ORD-010072,2025-01-14,2025,1,January,Q1,CUST-00159,Family,35-44,Female,Egypt,Canal & Sinai,Sharm El Sheikh,Physical Store,Search Engine,Fashion,Dress,Dress Model B,Credit Card,Store Pickup,New Year Deals,2,2994.72,0.1088,5338.09,3227.19,2110.9,0.3954,2,5,No,0
ORD-010073,2025-10-19,2025,10,October,Q4,CUST-00705,Premium,35-44,Female,Egypt,Canal & Sinai,Port Said,Mobile App,Direct,Home & Kitchen,Air Fryer,Air Fryer Model Pro,Debit Card,Standard,No Campaign,4,6243.94,0.0329,24153.67,17039.67,7114.0,0.2945,4,4.6,No,1
ORD-010074,2025-05-27,2025,5,May,Q2,CUST-04826,Student,18-24,Male,Egypt,Delta,Zagazig,Online Store,Social Media,Fashion,T-Shirt,T-Shirt Model B,Wallet,Standard,No Campaign,1,340.18,0.0417,326.01,203.56,122.45,0.3756,8,4.0,No,5
ORD-010075,2024-05-22,2024,5,May,Q2,CUST-03063,Family,25-34,Male,Egypt,Canal & Sinai,Port Said,Online Store,Social Media,Beauty,Sunscreen,Sunscreen Model A,Wallet,Store Pickup,No Campaign,1,901.14,0.0665,841.21,362.35,478.86,0.5693,1,4.1,No,2
ORD-010076,2025-03-19,2025,3,March,Q1,CUST-01253,Student,35-44,Female,Egypt,Greater Cairo,New Cairo,Physical Store,Social Media,Home & Kitchen,Microwave,Microwave Model Pro,Wallet,Store Pickup,No Campaign,2,17583.93,0.0379,33834.34,19726.47,14107.87,0.417,2,4.5,No,0
ORD-010077,2025-12-09,2025,12,December,Q4,CUST-03822,Family,35-44,Female,Egypt,Greater Cairo,Cairo,Online Store,Search Engine,Fashion,Handbag,Handbag Model C,Debit Card,Express,No Campaign,4,4126.34,0.005,16422.42,8855.23,7567.19,0.4608,2,3.9,No,1
ORD-010078,2024-11-02,2024,11,November,Q4,CUST-02774,Family,45-54,Female,Egypt,Canal & Sinai,Port Said,Online Store,Social Media,Fashion,Jeans,Jeans Model Max,Credit Card,Same Day,Black Friday,2,2808.16,0.2133,4418.42,2498.3,1920.12,0.4346,0,5,No,1
ORD-010079,2024-05-18,2024,5,May,Q2,CUST-05071,Corporate,35-44,Male,Egypt,Delta,Tanta,Online Store,Social Media,Fashion,Jacket,Jacket Model Max,Cash,Standard,No Campaign,3,1683.22,0.0619,4737.31,2449.65,2287.66,0.4829,6,3.0,No,7
ORD-010080,2024-10-06,2024,10,October,Q4,CUST-00635,Young Professional,25-34,Male,Egypt,Greater Cairo,6th of October,Online Store,Search Engine,Sports,Yoga Mat,Yoga Mat Model Lite,Bank Transfer,Express,No Campaign,1,327.85,0.0239,320.01,173.9,146.11,0.4566,2,4.7,No,7
ORD-010081,2024-06-29,2024,6,June,Q2,CUST-04037,Young Professional,25-34,Male,Egypt,Greater Cairo,6th of October,Mobile App,Social Media,Books & Stationery,Pen Set,Pen Set Model Lite,Cash,Express,No Campaign,1,196.71,0,196.71,91.6,105.11,0.5343,2,3.6,No,5
ORD-010082,2024-08-10,2024,8,August,Q3,CUST-03799,Corporate,45-54,Male,Egypt,Canal & Sinai,Suez,Physical Store,Direct,Electronics,Headphones,Headphones Model Lite,Wallet,Store Pickup,No Campaign,4,2075.93,0.0459,7922.91,6314.94,1607.97,0.203,2,5,No,0
ORD-010083,2025-08-06,2025,8,August,Q3,CUST-01437,Young Professional,25-34,Male,Egypt,Delta,Zagazig,Physical Store,Social Media,Books & Stationery,Notebook Pack,Notebook Pack Model Lite,Cash,Store Pickup,No Campaign,5,242.54,0.0302,1176.04,579.52,596.52,0.5072,0,3.9,No,0
ORD-010084,2024-11-30,2024,11,November,Q4,CUST-01446,Student,25-34,Male,Egypt,Delta,Zagazig,Online Store,Social Media,Books & Stationery,School Backpack,School Backpack Model A,Debit Card,Express,Black Friday,4,2172.6,0.1675,7235.08,4303.92,2931.16,0.4051,2,3.9,No,7
ORD-010085,2025-03-31,2025,3,March,Q1,CUST-04223,Student,18-24,Female,Egypt,Greater Cairo,Cairo,Mobile App,Paid Ads,Home & Kitchen,Cookware Set,Cookware Set Model Max,Cash,Standard,No Campaign,1,9181.85,0.0223,8977.51,5750.4,3227.11,0.3595,6,4.1,No,5
ORD-010086,2024-06-27,2024,6,June,Q2,CUST-00435,Corporate,25-34,Male,Egypt,Delta,Mansoura,Mobile App,Social Media,Books & Stationery,Notebook Pack,Notebook Pack Model Pro,Cash,Standard,Summer Offers,5,286.53,0.1418,1229.54,602.13,627.41,0.5103,5,4.2,No,6
ORD-010087,2024-01-06,2024,1,January,Q1,CUST-04853,Family,25-34,Male,Egypt,Alexandria Coast,Marsa Matruh,Physical Store,Email,Books & Stationery,School Backpack,School Backpack Model Max,Wallet,Store Pickup,New Year Deals,3,790.48,0.0733,2197.7,1348.2,849.5,0.3865,1,3.2,No,0
ORD-010088,2025-02-23,2025,2,February,Q1,CUST-00034,Family,25-34,Female,Egypt,Greater Cairo,Giza,Physical Store,Social Media,Fashion,T-Shirt,T-Shirt Model A,Bank Transfer,Store Pickup,No Campaign,1,575.08,0.013,567.62,361.93,205.69,0.3624,2,4.8,No,0
ORD-010089,2024-11-10,2024,11,November,Q4,CUST-02777,Family,35-44,Female,Egypt,Greater Cairo,New Cairo,Mobile App,Paid Ads,Home & Kitchen,Blender,Blender Model Max,Cash,Same Day,Black Friday,1,6356.37,0.1894,5152.77,3474.52,1678.25,0.3257,1,5,No,6
ORD-010090,2025-10-22,2025,10,October,Q4,CUST-03370,Premium,35-44,Male,Egypt,Delta,Tanta,Mobile App,Social Media,Electronics,Smartphone,Smartphone Model Pro,Credit Card,Store Pickup,No Campaign,4,43377.29,0.073,160837.76,128265.82,32571.94,0.2025,0,4.2,No,4
ORD-010091,2025-02-19,2025,2,February,Q1,CUST-01295,Student,25-34,Male,Egypt,Greater Cairo,Giza,Online Store,Direct,Fashion,T-Shirt,T-Shirt Model Pro,Credit Card,Standard,No Campaign,1,704.46,0.0054,700.66,427.41,273.25,0.39,3,3.9,No,3
ORD-010092,2025-03-23,2025,3,March,Q1,CUST-00632,Family,25-34,Female,Egypt,Greater Cairo,New Cairo,Physical Store,Social Media,Electronics,Smartphone,Smartphone Model Max,Cash,Store Pickup,Ramadan Sale,1,21436.61,0.1332,18580.57,15414.7,3165.87,0.1704,0,5,No,0
ORD-010093,2025-09-21,2025,9,September,Q3,CUST-01908,Student,18-24,Female,Egypt,Greater Cairo,6th of October,Physical Store,Social Media,Fashion,Jeans,Jeans Model Max,Debit Card,Store Pickup,No Campaign,2,708.8,0,1417.6,825.99,591.61,0.4173,1,3.7,No,0
ORD-010094,2024-04-21,2024,4,April,Q2,CUST-02269,Family,45-54,Female,Egypt,Canal & Sinai,Port Said,Online Store,Social Media,Home & Kitchen,Blender,Blender Model Pro,Cash,Standard,Ramadan Sale,1,2725.37,0.0466,2598.29,1510.85,1087.44,0.4185,3,3.8,No,3
ORD-010095,2025-11-14,2025,11,November,Q4,CUST-03931,Family,35-44,Female,Egypt,Greater Cairo,6th of October,Physical Store,Social Media,Fashion,T-Shirt,T-Shirt Model C,Cash,Store Pickup,Black Friday,3,1180.45,0.1534,2998.17,1865.83,1132.34,0.3777,0,3.2,No,0
ORD-010096,2024-07-08,2024,7,July,Q3,CUST-01079,Premium,45-54,Female,Egypt,Alexandria Coast,Marsa Matruh,Online Store,Paid Ads,Home & Kitchen,Blender,Blender Model C,Debit Card,Standard,No Campaign,3,6094.51,0.0519,17334.84,12318.52,5016.32,0.2894,5,4.7,No,5
ORD-010097,2024-01-27,2024,1,January,Q1,CUST-01510,Premium,45-54,Male,Egypt,Greater Cairo,Cairo,Online Store,Social Media,Electronics,Headphones,Headphones Model C,Debit Card,Express,New Year Deals,1,2700.14,0.1352,2334.98,1890.22,444.76,0.1905,3,4.6,No,6
ORD-010098,2025-03-29,2025,3,March,Q1,CUST-02821,Premium,45-54,Male,Egypt,Delta,Damietta,Online Store,Search Engine,Home & Kitchen,Cookware Set,Cookware Set Model Lite,Cash,Standard,No Campaign,1,11691.57,0,11691.57,8565.48,3126.09,0.2674,7,5,No,3
ORD-010099,2025-05-02,2025,5,May,Q2,CUST-01345,Family,35-44,Female,Egypt,Delta,Mansoura,Mobile App,Social Media,Electronics,Smart Watch,Smart Watch Model Max,Credit Card,Standard,No Campaign,1,10925.09,0.0369,10522.34,8401.29,2121.05,0.2016,7,4.2,No,5
ORD-010100,2025-09-25,2025,9,September,Q3,CUST-03922,Family,35-44,Male,Egypt,Greater Cairo,6th of October,Mobile App,Search Engine,Fashion,T-Shirt,T-Shirt Model Lite,Wallet,Express,Back to School,2,994.33,0.0729,1843.75,1104.54,739.21,0.4009,1,4.2,No,2
ORD-010101,2025-05-03,2025,5,May,Q2,CUST-05070,Family,25-34,Male,Egypt,Canal & Sinai,Suez,Online Store,Social Media,Beauty,Skincare Set,Skincare Set Model B,Debit Card,Standard,No Campaign,3,2559.88,0.0329,7426.82,3925.92,3500.9,0.4714,8,4.4,No,3
ORD-010102,2025-09-08,2025,9,September,Q3,CUST-02029,Family,25-34,Male,Egypt,Greater Cairo,6th of October,Physical Store,Direct,Electronics,Smart Watch,Smart Watch Model C,Credit Card,Store Pickup,No Campaign,1,2425.89,0.0666,2264.45,1750.53,513.92,0.227,1,3.9,No,0
ORD-010103,2024-10-30,2024,10,October,Q4,CUST-01960,Premium,45-54,Male,Egypt,Alexandria Coast,Alexandria,Mobile App,Search Engine,Electronics,Power Bank,Power Bank Model Max,Credit Card,Express,No Campaign,1,842.15,0.0071,836.18,696.16,140.02,0.1675,1,4.2,No,5
ORD-010104,2024-02-08,2024,2,February,Q1,CUST-01126,Corporate,35-44,Female,Egypt,Greater Cairo,6th of October,Physical Store,Search Engine,Fashion,Dress,Dress Model Pro,Credit Card,Store Pickup,No Campaign,1,3982.87,0.0519,3776.31,2327.91,1448.4,0.3835,0,4.7,No,0
ORD-010105,2024-07-22,2024,7,July,Q3,CUST-04823,Family,25-34,Male,Egypt,Alexandria Coast,Alexandria,Online Store,Direct,Electronics,Smart Watch,Smart Watch Model C,Cash,Store Pickup,No Campaign,1,3824.73,0,3824.73,2997.68,827.05,0.2162,0,5,No,1
ORD-010106,2024-05-23,2024,5,May,Q2,CUST-02155,Student,18-24,Female,Egypt,Greater Cairo,Giza,Online Store,Direct,Home & Kitchen,Blender,Blender Model B,Credit Card,Express,No Campaign,1,3372.4,0,3372.4,2004.0,1368.4,0.4058,1,3.5,No,1
ORD-010107,2024-02-18,2024,2,February,Q1,CUST-01600,Young Professional,25-34,Male,Egypt,Greater Cairo,New Cairo,Physical Store,Social Media,Books & Stationery,Desk Organizer,Desk Organizer Model Pro,Cash,Store Pickup,No Campaign,3,678.35,0.037,1959.74,1008.7,951.04,0.4853,1,3.7,No,0
ORD-010108,2025-11-29,2025,11,November,Q4,CUST-00142,Premium,55+,Male,Egypt,Greater Cairo,New Cairo,Mobile App,Social Media,Beauty,Skincare Set,Skincare Set Model Lite,Wallet,Express,Black Friday,3,4305.3,0.1608,10838.77,4562.25,6276.52,0.5791,1,4.7,No,6
ORD-010109,2025-03-11,2025,3,March,Q1,CUST-03323,Young Professional,18-24,Male,Egypt,Alexandria Coast,Marsa Matruh,Mobile App,Direct,Fashion,Sneakers,Sneakers Model Pro,Bank Transfer,Standard,Ramadan Sale,1,2722.24,0.1043,2438.34,1198.92,1239.42,0.5083,6,3.7,No,5
ORD-010110,2024-08-19,2024,8,August,Q3,CUST-03925,Family,35-44,Female,Egypt,Greater Cairo,Giza,Physical Store,Social Media,Fashion,Jeans,Jeans Model B,Credit Card,Store Pickup,Back to School,3,2356.02,0.0863,6458.24,3431.3,3026.94,0.4687,1,4.7,No,0
ORD-010111,2025-05-15,2025,5,May,Q2,CUST-02976,Student,18-24,Female,Egypt,Delta,Zagazig,Online Store,Social Media,Fashion,Jeans,Jeans Model C,Bank Transfer,Standard,No Campaign,1,897.18,0.0223,877.13,489.87,387.26,0.4415,4,5,No,5
ORD-010112,2024-08-21,2024,8,August,Q3,CUST-03033,Family,25-34,Male,Egypt,Upper Egypt,Assiut,Physical Store,Paid Ads,Fashion,Handbag,Handbag Model Lite,Debit Card,Store Pickup,No Campaign,1,3862.75,0.0379,3716.36,2323.69,1392.67,0.3747,2,4.5,No,0
ORD-010113,2024-05-03,2024,5,May,Q2,CUST-00146,Young Professional,18-24,Male,Egypt,Delta,Damietta,Mobile App,Search Engine,Fashion,Handbag,Handbag Model Lite,Debit Card,Standard,No Campaign,2,986.37,0.097,1781.3,998.71,782.59,0.4393,3,3.1,No,2
ORD-010114,2025-05-08,2025,5,May,Q2,CUST-00710,Corporate,35-44,Male,Egypt,Canal & Sinai,Sharm El Sheikh,Online Store,Social Media,Fashion,Handbag,Handbag Model A,Credit Card,Express,No Campaign,1,717.98,0.0316,695.26,367.11,328.15,0.472,2,4.9,No,5
ORD-010115,2025-06-18,2025,6,June,Q2,CUST-03576,Young Professional,25-34,Female,Egypt,Upper Egypt,Qena,Marketplace,Social Media,Electronics,Smart Watch,Smart Watch Model Max,Credit Card,Standard,No Campaign,1,2089.1,0.0366,2012.68,1566.82,445.86,0.2215,6,5,No,5
ORD-010116,2024-01-15,2024,1,January,Q1,CUST-04409,Premium,45-54,Female,Egypt,Canal & Sinai,Port Said,Physical Store,Search Engine,Beauty,Hair Dryer,Hair Dryer Model Lite,Credit Card,Store Pickup,New Year Deals,3,1895.99,0.0946,5149.68,2680.13,2469.55,0.4796,2,4.6,No,0
ORD-010117,2025-11-30,2025,11,November,Q4,CUST-03177,Family,25-34,Female,Egypt,Greater Cairo,Cairo,Online Store,Direct,Home & Kitchen,Air Fryer,Air Fryer Model B,Credit Card,Express,Black Friday,1,7885.49,0.1832,6440.79,4056.21,2384.58,0.3702,2,4.4,No,4
ORD-010118,2024-11-30,2024,11,November,Q4,CUST-02733,Young Professional,35-44,Male,Egypt,Greater Cairo,Cairo,Marketplace,Social Media,Electronics,Laptop,Laptop Model B,Wallet,Standard,Black Friday,1,44930.68,0.1967,36092.71,30292.45,5800.26,0.1607,7,4.1,No,4
